"id","obs","plant","GrowthTemp","temp","Tleaf","T.in.K","Press","CO2S","CaPa","CiPa","Ci.Ca","CL","Photo","Cond","E","Rlight","gbl","CndCO2","e","Dobs"
"14C_10_plant11_90",90,"plant11","14C",10,10.0468139648438,283.196813964844,91.4613647460938,375.562927246094,34.3494978739656,11.195820621713,0.325938407099645,33.758519686726,18.3055379481824,0.119924494056144,0.000722484475374668,0.354029427865248,3.88122919160871,0.0730209010647431,5.13844703145531,1.92629198717329
"14C_10_plant11_90",90,"plant11","14C",10,10.0468139648438,283.196813964844,91.4613647460938,375.562927246094,34.3494978739656,11.195820621713,0.325938407099645,33.758519686726,18.3055379481824,0.119924494056144,0.000722484475374668,0.354029427865248,3.88122919160871,0.0730209010647431,5.13844703145531,1.92629198717329
"14C_10_plant11_91",91,"plant11","14C",10,10.012131690979,283.162131690979,91.4678802490234,380.408416748047,34.795151508831,10.0109363637379,0.287710670298335,34.2350497047999,17.3488146149939,0.105827432767534,0.000670657409006177,0.354029427865248,3.88143230776422,0.0646332375541891,4.74517512120459,2.3212864012487
"14C_10_plant11_91",91,"plant11","14C",10,10.012131690979,283.162131690979,91.4678802490234,380.408416748047,34.795151508831,10.0109363637379,0.287710670298335,34.2350497047999,17.3488146149939,0.105827432767534,0.000670657409006177,0.354029427865248,3.88143230776422,0.0646332375541891,4.74517512120459,2.3212864012487
"14C_10_plant12_78",78,"plant12","14C",10,9.76570606231689,282.915706062317,91.813346862793,377.518585205078,34.6612448105847,18.4273603659456,0.531641620681735,34.0244638162861,16.6998316110063,0.150518237056278,0.000750338887495974,0.354029427865248,3.29874226930754,0.0956754780423427,3.16549885144495,4.16078898125025
"14C_10_plant12_79",79,"plant12","14C",10,10.0139770507812,283.163977050781,91.8117599487305,380.156616210938,34.9028479904802,18.247296647147,0.522802513196743,34.244763206556,17.2593697480104,0.151576701926646,0.000764354366023673,0.354029427865248,3.29884540215118,0.0963598173150477,3.16856561421272,4.24099153003792
"14C_10_plant12_80",80,"plant12","14C",10,9.95838642120361,283.108386421204,91.8088912963867,374.77490234375,34.4076682698913,12.0874129042005,0.351299972127948,33.7015597920634,18.5201812271607,0.121376229036634,0.000691233591378148,0.354029427865248,3.29897569721418,0.0768981697531468,3.28561442398923,3.92204958021548
"14C_10_plant12_81",81,"plant12","14C",10,9.90092754364014,283.05092754364,91.811279296875,377.885467529297,34.6941482015625,14.3030340268975,0.412260705863166,34.0251390091335,17.546839211234,0.125962462402829,0.00069931313253462,0.354029427865248,3.29900836961412,0.0798450701687315,3.4940387290145,3.78387309670154
"14C_10_plant12_82",82,"plant12","14C",10,9.91452598571777,283.064525985718,91.8124923706055,381.223937988281,35.0011198980412,18.2820551279562,0.5223277192619,34.3530010361115,16.9968511626941,0.148750372040415,0.000749863585388882,0.354029427865248,3.29864937178709,0.0945328489222714,3.80576602186826,3.28653116470886
"14C_10_plant12_83",83,"plant12","14C",10,10.0049772262573,283.154977226257,91.811393737793,378.087554931641,34.7127453731883,17.1466258250076,0.493957641225674,34.0598010346976,17.1258984560496,0.142664987757306,0.000740204340357974,0.354029427865248,3.29909142877017,0.0906031561336626,3.20940945669734,3.98171479525768
"14C_10_plant12_84",84,"plant12","14C",10,9.92154598236084,283.071545982361,91.8114776611328,382.751251220703,35.1409579512202,13.7652169809071,0.391714335164535,34.4548782181282,17.9930294731511,0.123202312369301,0.000689577055549225,0.354029427865248,3.2987336093385,0.0780711608501403,3.85748442811154,3.22863128373251
"14C_10_plant12_85",85,"plant12","14C",10,9.8435001373291,282.993500137329,91.8139419555664,379.876983642578,34.8780033264153,14.1086748887957,0.404514982029098,34.210658180538,17.502229461135,0.123370951094187,0.000685380585176686,0.354029427865248,3.29892216190967,0.0781795108977657,3.96075575136571,3.20536674292358
"14C_10_plant12_86",86,"plant12","14C",10,10.0100421905518,283.160042190552,91.8119506835938,386.30517578125,35.4674317476451,19.0352875437001,0.536697657702942,35.0380880932601,11.2612543882875,0.100773607928633,0.000468488114786396,0.354029427865248,3.29914575213408,0.0636973883412813,3.91587654843758,3.21002828274691
